"category_folder","category_name","category_id","sequence","product_no","title_ko","detail_url","original_image_url","local_file","bytes","status","error_message"
"01-food-beverage","Food & Beverage","78","31","123","CJ 제일제당","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=123&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E18483E185A5E18480E185A5E186ABE18480E185A1E186BCE18492E185A1E186ABE1848FE185A2E186B7E18491E185B5E186BC.jpg","031__123__CJ 제일제당.jpg","606826","downloaded",""
"01-food-beverage","Food & Beverage","78","32","122","CJ 제일제당","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=122&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/CJE18483E185A5E18480E185A5E186ABE18480E185A1E186BCE18492E185A1E186ABE18492E185A2E186B7.jpg","032__122__CJ 제일제당.jpg","619542","downloaded",""
"01-food-beverage","Food & Beverage","78","33","27","배스킨라빈스","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=27&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E18487E185A2E18489E185B3E1848FE185B5E186ABE18485E185A1E18487E185B5E186ABE18489E185B3.jpg","033__27__배스킨라빈스.jpg","1540766","downloaded",""
"01-food-beverage","Food & Beverage","78","34","26","배스킨라빈스","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=26&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E18492E185A2E1848CE185A5E186A8E18489E185A5E186ABE18492E185A1E18482E185B3E186AF.jpg","034__26__배스킨라빈스.jpg","203765","downloaded",""
"01-food-beverage","Food & Beverage","78","35","25","배스킨라빈스","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=25&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E18492E185A2E1848CE185A5E186A8E18489E185A5E186ABE18487E185AEE186ABE18492E185A9E186BC.jpg","035__25__배스킨라빈스.jpg","220956","downloaded",""
"01-food-beverage","Food & Beverage","78","36","24","배스킨라빈스","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=24&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E18483E185B5E18482E185A9E18491E185B5E186BCE1848FE185B3E1848FE185A1.jpg","036__24__배스킨라빈스.jpg","218286","downloaded",""
"01-food-beverage","Food & Beverage","78","37","23","배스킨라빈스","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=23&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E18483E185B5E18482E185A9E1848FE185A1E18490E185B3.jpg","037__23__배스킨라빈스.jpg","234956","downloaded",""
"01-food-beverage","Food & Beverage","78","38","22","배스킨라빈스","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=22&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E18491E185B5E186BCE1848FE185B3E1848FE185A120E18482E185B2.jpg","038__22__배스킨라빈스.jpg","354156","downloaded",""
"01-food-beverage","Food & Beverage","78","39","21","배스킨라빈스","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=21&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E1848BE185A1E1848BE185B5E18489E185B3E1848FE185B3E18485E185B5E186B720E18489E185A3E186B820E18482E185B2.jpg","039__21__배스킨라빈스.jpg","384735","downloaded",""
"01-food-beverage","Food & Beverage","78","40","20","배스킨라빈스","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=20&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250128/E18491E185B5E186BCE1848FE185B3E1848FE185A1.jpg","040__20__배스킨라빈스.jpg","334925","downloaded",""
"01-food-beverage","Food & Beverage","78","41","19","배스킨라빈스","https://oxfordtoy.co.kr/portfolio/detail_popup.html?product_no=19&cate_no=78&display_group=1","https://oxfordtoy.co.kr/web/upload/NNEditor/20250117/E1848BE185A1E1848BE185B5E18489E185B3E1848FE185B3E18485E185B5E186B7E18489E185A3E186B8.jpg","041__19__배스킨라빈스.jpg","336828","downloaded",""
